-0,4622324;0;0;0,8867588;False
-0,2476572;-0,2476572;0,6623186;0,6623186;False
-0,5246741;0;0;0,8513032;False
-0,1245042;0;0;-0,9922192;False
0,4970829;-0,4970829;-0,5029002;0,5029002;False
-0,6756624;-0,6756624;0,2085195;0,2085195;False
-0,4622324;0;0;0,8867588;False
-0,2476652;-0,2476652;0,6623156;0,6623156;False
-0,5246893;0;0;0,8512938;False
-0,1245101;0;0;-0,9922184;False
0,4970858;-0,4970858;-0,5028973;0,5028973;False
-0,6756624;-0,6756624;0,2085195;0,2085195;False
-0,4622271;0;0;0,8867616;False
-0,2476493;-0,2476493;0,6623216;0,6623216;False
-0,5246791;0;0;0,8513001;False
-0,1244803;0;0;-0,9922221;False
0,4970799;-0,4970799;-0,5029032;0,5029032;False
-0,6756637;-0,6756637;0,2085155;0,2085155;False
-0,4622377;0;0;0,8867561;False
-0,2476611;-0,2476611;0,6623172;0,6623172;False
-0,5246893;0;0;0,8512938;False
-0,1245101;0;0;-0,9922184;False
0,4970858;-0,4970858;-0,5028973;0,5028973;False
-0,6756624;-0,6756624;0,2085195;0,2085195;False
-0,4622324;0;0;0,8867588;False
-0,2476731;-0,2476731;0,6623126;0,6623126;False
-0,5246893;0;0;0,8512938;False
-0,1244862;0;0;-0,9922214;False
0,4970888;-0,4970888;-0,5028943;0,5028943;False
-0,6756611;-0,6756611;0,2085236;0,2085236;False
-0,4622537;0;0;0,8867477;False
-0,2476771;-0,2476771;0,6623112;0,6623112;False
-0,5246943;0;0;0,8512907;False
-0,1244862;0;0;-0,9922214;False
0,4970799;-0,4970799;-0,5029032;0,5029032;False
-0,6756637;-0,6756637;0,2085155;0,2085155;False
-0,4622324;0;0;0,8867588;False
-0,2476652;-0,2476652;0,6623156;0,6623156;False
-0,5247045;0;0;0,8512844;False
-0,124522;0;0;-0,9922169;False
0,4970799;-0,4970799;-0,5029032;0,5029032;False
-0,6756624;-0,6756624;0,2085195;0,2085195;False
-0,4622271;0;0;0,8867616;False
-0,2476652;-0,2476652;0,6623156;0,6623156;False
-0,5247095;0;0;0,8512813;False
-0,124522;0;0;-0,9922169;False
0,4970799;-0,4970799;-0,5029032;0,5029032;False
-0,6756611;-0,6756611;0,2085236;0,2085236;False
-0,4622324;0;0;0,8867588;False
-0,2476493;-0,2476493;0,6623216;0,6623216;False
-0,524725;0;0;0,8512718;False
-0,1245754;0;0;-0,9922102;False
0,4970829;-0,4970829;-0,5029002;0,5029002;False
-0,6756637;-0,6756637;0,2085155;0,2085155;False
-0,4622431;0;0;0,8867533;False
-0,2476611;-0,2476611;0,6623172;0,6623172;False
-0,5247453;0;0;0,8512593;False
-0,1246232;0;0;-0,9922041;False
0,4970769;-0,4970769;-0,5029062;0,5029062;False
-0,6756611;-0,6756611;0,2085236;0,2085236;False
-0,4622165;0;0;0,8867671;False
-0,2476453;-0,2476453;0,6623231;0,6623231;False
-0,5247911;0;0;0,851231;False
-0,1246291;0;0;-0,9922035;False
0,4970799;-0,4970799;-0,5029032;0,5029032;False
-0,6756624;-0,6756624;0,2085195;0,2085195;False
-0,4622218;0;0;0,8867643;False
-0,2476572;-0,2476572;0,6623186;0,6623186;False
-0,524832;0;0;0,8512059;False
-0,1247479;0;0;-0,9921885;False
0,4970858;-0,4970858;-0,5028973;0,5028973;False
-0,6756649;-0,6756649;0,2085114;0,2085114;False
-0,4622324;0;0;0,8867588;False
-0,247693;-0,247693;0,6623052;0,6623052;False
-0,5249748;0;0;0,8511178;False
-0,1249442;0;0;-0,9921638;False
0,4970738;-0,4970738;-0,5029092;0,5029092;False
-0,6756624;-0,6756624;0,2085195;0,2085195;False
-0,4622271;0;0;0,8867616;False
-0,2477366;-0,2477366;0,6622889;0,6622889;False
-0,5250513;0;0;0,8510706;False
-0,1250154;0;0;-0,9921548;False
0,4970829;-0,4970829;-0,5029002;0,5029002;False
-0,6756611;-0,6756611;0,2085236;0,2085236;False
-0,4622377;0;0;0,8867561;False
-0,2478596;-0,2478596;0,6622429;0,6622429;False
-0,5253775;0;0;0,8508692;False
-0,125503;0;0;-0,9920933;False
0,4970829;-0,4970829;-0,5029002;0,5029002;False
-0,6756611;-0,6756611;0,2085236;0,2085236;False
-0,4622218;0;0;0,8867643;False
-0,2479905;-0,2479905;0,6621939;0,6621939;False
-0,5258053;0;0;0,850605;False
-0,1262818;0;0;-0,9919944;False
0,4970829;-0,4970829;-0,5029002;0,5029002;False
-0,6756637;-0,6756637;0,2085155;0,2085155;False
-0,4622165;0;0;0,8867671;False
