-0,3911242;0;0;0,9203379;
-0,1727614;-0,1727614;0,6856774;0,6856774;
-0,7947995;0;0;0,6068721;
-0,3711136;0;0;-0,9285876;
0,4979714;-0,4979714;-0,5020204;0,5020204;
-0,6579798;-0,6579798;0,2589646;0,2589646;
-0,3911628;0;0;0,9203215;
-0,1727779;-0,1727779;0,6856732;0,6856732;
-0,7947884;0;0;0,6068866;
-0,3711301;0;0;-0,9285809;
0,4979685;-0,4979685;-0,5020233;0,5020233;
-0,6579798;-0,6579798;0,2589646;0,2589646;
-0,3911462;0;0;0,9203286;
-0,1727655;-0,1727655;0,6856764;0,6856764;
-0,7947995;0;0;0,6068721;
-0,3711081;0;0;-0,9285898;
0,4979774;-0,4979774;-0,5020145;0,5020145;
-0,6579782;-0,6579782;0,2589686;0,2589686;
-0,3911242;0;0;0,9203379;
-0,1727572;-0,1727572;0,6856785;0,6856785;
-0,7947995;0;0;0,6068721;
-0,3711026;0;0;-0,928592;
0,4979685;-0,4979685;-0,5020233;0,5020233;
-0,6579736;-0,6579736;0,2589802;0,2589802;
-0,3911297;0;0;0,9203356;
-0,1727655;-0,1727655;0,6856764;0,6856764;
-0,7947995;0;0;0,6068721;
-0,3711081;0;0;-0,9285898;
0,4979744;-0,4979744;-0,5020175;0,5020175;
-0,657972;-0,657972;0,2589842;0,2589842;
-0,3911352;0;0;0,9203332;
-0,1727696;-0,1727696;0,6856754;0,6856754;
-0,7948031;0;0;0,6068674;
-0,3711081;0;0;-0,9285898;
0,4979714;-0,4979714;-0,5020204;0,5020204;
-0,6579782;-0,6579782;0,2589686;0,2589686;
-0,3911407;0;0;0,9203309;
-0,1727779;-0,1727779;0,6856732;0,6856732;
-0,7948031;0;0;0,6068674;
-0,3711916;0;0;-0,9285564;
0,4979714;-0,4979714;-0,5020204;0,5020204;
-0,6579767;-0,6579767;0,2589724;0,2589724;
-0,3911242;0;0;0,9203379;
-0,1728108;-0,1728108;0,685665;0,685665;
-0,7948067;0;0;0,6068627;
-0,3712026;0;0;-0,9285519;
0,4979714;-0,4979714;-0,5020204;0,5020204;
-0,6579736;-0,6579736;0,2589802;0,2589802;
-0,3911407;0;0;0,9203309;
-0,1728847;-0,1728847;0,6856464;0,6856464;
-0,7948139;0;0;0,6068532;
-0,3713195;0;0;-0,9285051;
0,4979714;-0,4979714;-0,5020204;0,5020204;
-0,6579767;-0,6579767;0,2589724;0,2589724;
-0,3911462;0;0;0,9203286;
-0,172934;-0,172934;0,6856339;0,6856339;
-0,7948286;0;0;0,6068341;
-0,3713695;0;0;-0,9284852;
0,4979714;-0,4979714;-0,5020204;0,5020204;
-0,6579767;-0,6579767;0,2589724;0,2589724;
-0,3911297;0;0;0,9203356;
-0,1730778;-0,1730778;0,6855976;0,6855976;
-0,7948795;0;0;0,6067674;
-0,3716646;0;0;-0,9283671;
0,4979625;-0,4979625;-0,5020293;0,5020293;
-0,6579736;-0,6579736;0,2589802;0,2589802;
-0,3911297;0;0;0,9203356;
-0,1732093;-0,1732093;0,6855644;0,6855644;
-0,7949412;0;0;0,6066865;
-0,371926;0;0;-0,9282625;
0,4979714;-0,4979714;-0,5020204;0,5020204;
-0,6579751;-0,6579751;0,2589764;0,2589764;
-0,3911242;0;0;0,9203379;
-0,1735012;-0,1735012;0,6854906;0,6854906;
-0,7950393;0;0;0,6065579;
-0,3725157;0;0;-0,928026;
0,4979685;-0,4979685;-0,5020233;0,5020233;
-0,6579751;-0,6579751;0,2589764;0,2589764;
-0,3911187;0;0;0,9203402;
-0,1737887;-0,1737887;0,6854178;0,6854178;
-0,7951267;0;0;0,6064434;
-0,3730662;0;0;-0,9278048;
0,4979714;-0,4979714;-0,5020204;0,5020204;
-0,6579782;-0,6579782;0,2589686;0,2589686;
-0,3911021;0;0;0,9203473;
-0,1741748;-0,1741748;0,6853198;0,6853198;
-0,7952465;0;0;0,6062863;
-0,3738281;0;0;-0,927498;
0,4979744;-0,4979744;-0,5020175;0,5020175;
-0,6579767;-0,6579767;0,2589724;0,2589724;
-0,3911021;0;0;0,9203473;
-0,1746636;-0,1746636;0,6851953;0,6851953;
-0,7954028;0;0;0,6060813;
-0,3746618;0;0;-0,9271616;
0,4979685;-0,4979685;-0,5020233;0,5020233;
-0,6579705;-0,6579705;0,2589881;0,2589881;
-0,3910525;0;0;0,9203684;
-0,1755917;-0,1755917;0,6849581;0,6849581;
-0,7956896;0;0;0,6057045;
-0,3762952;0;0;-0,9264998;
0,4979835;-0,4979835;-0,5020084;0,5020084;
-0,6579767;-0,6579767;0,2589724;0,2589724;
-0,3910525;0;0;0,9203684;
-0,1759325;-0,1759325;0,6848707;0,6848707;
-0,7957913;0;0;0,605571;
-0,3768506;0;0;-0,9262741;
0,4979864;-0,4979864;-0,5020055;0,5020055;
-0,6579736;-0,6579736;0,2589802;0,2589802;
-0,391036;0;0;0,9203754;
-0,1769667;-0,1769667;0,6846041;0,6846041;
-0,7961106;0;0;0,6051513;
-0,3787039;0;0;-0,9255179;
0,4980165;-0,4980165;-0,5019757;0,5019757;
-0,657972;-0,657972;0,2589842;0,2589842;
-0,3910305;0;0;0,9203777;
-0,1773033;-0,1773033;0,684517;0,684517;
-0,7962049;0;0;0,6050271;
-0,3793974;0;0;-0,9252339;
0,4980195;-0,4980195;-0,5019727;0,5019727;
-0,657972;-0,657972;0,2589842;0,2589842;
-0,3909974;0;0;0,9203918;
-0,178374;-0,178374;0,6842388;0,6842388;
-0,7965563;0;0;0,6045644;
-0,3814319;0;0;-0,9243971;
0,4980465;-0,4980465;-0,5019459;0,5019459;
-0,6579674;-0,6579674;0,258996;0,258996;
-0,3909919;0;0;0,9203941;
-0,1791735;-0,1791735;0,6840299;0,6840299;
-0,7967809;0;0;0,6042683;
-0,3828773;0;0;-0,9237993;
0,4980465;-0,4980465;-0,5019459;0,5019459;
-0,657972;-0,657972;0,2589842;0,2589842;
-0,3909533;0;0;0,9204106;
-0,1799893;-0,1799893;0,6838157;0,6838157;
-0,7970198;0;0;0,6039533;
-0,3843831;0;0;-0,9231736;
0,4980646;-0,4980646;-0,501928;0,501928;
-0,6579689;-0,6579689;0,2589921;0,2589921;
-0,3909257;0;0;0,9204223;
-0,1808499;-0,1808499;0,6835886;0,6835886;
-0,7972587;0;0;0,6036378;
-0,3859321;0;0;-0,9225273;
0,4980738;-0,4980738;-0,5019189;0,5019189;
-0,6579518;-0,6579518;0,2590355;0,2590355;
-0,3909146;0;0;0,920427;
